Date,Description,Card Member,Account #,Amount
06/17/2026,SHELL OIL 57442,J RIVERA,-31009,42.92
06/17/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,101.56
06/17/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,63.54
06/17/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,58.57
06/19/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,28.47
06/19/2026,PEETS COFFEE #117,J RIVERA,-31009,6.31
06/19/2026,PEETS COFFEE #117,J RIVERA,-31009,6.86
06/19/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.55
06/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
06/20/2026,SWEETGREEN MISSION,J RIVERA,-31009,19.70
06/20/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,66.93
06/21/2026,CHIPOTLE 1123,J RIVERA,-31009,32.95
06/21/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.62
06/21/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.69
06/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,54.35
06/22/2026,UBER EATS ORDER,J RIVERA,-31009,20.36
06/23/2026,PEETS COFFEE #117,J RIVERA,-31009,6.96
06/24/2026,OPENAI *CHATGPT SUBSCR,J RIVERA,-31009,20.00
06/24/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.87
06/24/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.73
06/25/2026,PEETS COFFEE #117,J RIVERA,-31009,7.47
06/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2219.13
06/26/2026,UBER EATS ORDER,J RIVERA,-31009,25.22
06/26/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,57.97
06/27/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,60.44
06/27/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,23.02
06/27/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,94.51
06/27/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,110.48
06/27/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,112.05
06/28/2026,PEETS COFFEE #117,J RIVERA,-31009,7.28
06/28/2026,SAFEWAY #1781,J RIVERA,-31009,65.75
06/28/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,35.84
06/29/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,60.98
06/29/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.91
06/29/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,10.75
06/30/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,45.21
06/30/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.52
06/30/2026,SAFEWAY #1781,J RIVERA,-31009,95.23
06/30/2026,TARGET 00012345,J RIVERA,-31009,45.45
07/01/2026,SHELL OIL 57442,J RIVERA,-31009,60.71
07/01/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,108.84
07/02/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,39.90
07/02/2026,PEETS COFFEE #117,J RIVERA,-31009,5.49
07/02/2026,SHELL OIL 57442,J RIVERA,-31009,57.14
07/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
07/03/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,15.81
07/04/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,44.08
07/04/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.02
07/04/2026,SHELL OIL 57442,J RIVERA,-31009,52.91
07/04/2026,TARGET 00012345,J RIVERA,-31009,25.19
07/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
07/05/2026,CHIPOTLE 1123,J RIVERA,-31009,22.24
07/05/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,49.00
07/05/2026,STEAMGAMES.COM 4259522,J RIVERA,-31009,27.57
07/06/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.02
07/06/2026,AMC THEATRES 4410,J RIVERA,-31009,46.26
07/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
07/07/2026,CHIPOTLE 1123,J RIVERA,-31009,28.26
07/07/2026,UBER EATS ORDER,J RIVERA,-31009,44.72
07/07/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.25
07/08/2026,UBER EATS ORDER,J RIVERA,-31009,48.39
07/08/2026,UBER EATS ORDER,J RIVERA,-31009,23.51
07/08/2026,PEETS COFFEE #117,J RIVERA,-31009,5.79
07/08/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.73
07/08/2026,SAFEWAY #1781,J RIVERA,-31009,89.12
07/09/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.63
07/09/2026,PEETS COFFEE #117,J RIVERA,-31009,5.33
07/10/2026,CHIPOTLE 1123,J RIVERA,-31009,22.10
07/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
07/11/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,55.32
07/11/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,16.42
07/11/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,61.92
07/11/2026,ETSY.COM - HANDMADE,J RIVERA,-31009,29.05
07/12/2026,SWEETGREEN MISSION,J RIVERA,-31009,35.53
07/12/2026,SWEETGREEN MISSION,J RIVERA,-31009,11.71
07/12/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,93.45
07/12/2026,UBER EATS ORDER,J RIVERA,-31009,46.18
07/12/2026,UBER EATS ORDER,J RIVERA,-31009,46.18
07/13/2026,SWEETGREEN MISSION,J RIVERA,-31009,15.87
07/13/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,49.36
07/13/2026,STARBUCKS STORE 08812,J RIVERA,-31009,5.17
07/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
07/14/2026,PEETS COFFEE #117,J RIVERA,-31009,5.08
07/15/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,31.87
07/15/2026,SHAKE SHACK #221,J RIVERA,-31009,25.87
07/15/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,31.64
07/16/2026,SHAKE SHACK #221,J RIVERA,-31009,20.80
07/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
07/17/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,18.41
07/17/2026,CHIPOTLE 1123,J RIVERA,-31009,19.93
07/17/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,22.07
07/17/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,46.38
07/17/2026,SHAKE SHACK #221,J RIVERA,-31009,67.59
07/17/2026,COSTCO WHSE #0421,J RIVERA,-31009,36.35
07/17/2026,WALGREENS #3321,J RIVERA,-31009,28.18
07/18/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,50.47
07/19/2026,UBER EATS ORDER,J RIVERA,-31009,15.17
07/19/2026,UBER EATS ORDER,J RIVERA,-31009,28.67
07/19/2026,UBER EATS ORDER,J RIVERA,-31009,38.30
07/19/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,52.44
07/19/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.28
07/19/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,20.16
07/19/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,23.42
07/19/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,55.69
07/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
07/21/2026,PEETS COFFEE #117,J RIVERA,-31009,5.80
07/21/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.69
07/21/2026,SAFEWAY #1781,J RIVERA,-31009,98.93
07/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,60.20
07/22/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.16
07/22/2026,GREAT CLIPS BARBER,J RIVERA,-31009,28.00
07/23/2026,PEETS COFFEE #117,J RIVERA,-31009,5.50
07/23/2026,SHELL OIL 57442,J RIVERA,-31009,52.11
07/23/2026,TICKETMASTER,J RIVERA,-31009,47.14
07/23/2026,WALGREENS #3321,J RIVERA,-31009,34.77
07/24/2026,OPENAI *CHATGPT SUBSCR,J RIVERA,-31009,20.00
07/24/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.95
07/24/2026,PEETS COFFEE #117,J RIVERA,-31009,6.60
07/24/2026,TARGET 00012345,J RIVERA,-31009,54.36
07/25/2026,UBER EATS ORDER,J RIVERA,-31009,24.08
07/25/2026,SWEETGREEN MISSION,J RIVERA,-31009,22.44
07/25/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,46.87
07/25/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,62.24
07/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2667.99
07/26/2026,HULU 877-8244858,J RIVERA,-31009,9.99
07/26/2026,SQ *NOODLE BAR,J RIVERA,-31009,33.80
07/26/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,21.84
07/26/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,110.88
07/27/2026,CHIPOTLE 1123,J RIVERA,-31009,44.67
07/27/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,4.56
07/27/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,51.29
07/28/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,22.93
07/28/2026,PEETS COFFEE #117,J RIVERA,-31009,6.97
07/28/2026,TARGET 00012345,J RIVERA,-31009,18.11
07/28/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,38.46
07/29/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.77
07/29/2026,AMC THEATRES 4410,J RIVERA,-31009,35.24
07/30/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,22.72
07/31/2026,SWEETGREEN MISSION,J RIVERA,-31009,29.53
07/31/2026,SWEETGREEN MISSION,J RIVERA,-31009,28.57
07/31/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,32.36
08/01/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,45.82
08/01/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,50.21
08/01/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.52
08/01/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.37
08/01/2026,PEETS COFFEE #117,J RIVERA,-31009,6.59
08/01/2026,TRADER JOE'S #552,J RIVERA,-31009,51.95
08/01/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,32.93
08/02/2026,DISNEY PLUS,J RIVERA,-31009,15.99
08/02/2026,SQ *NOODLE BAR,J RIVERA,-31009,18.85
08/02/2026,PEETS COFFEE #117,J RIVERA,-31009,4.69
08/02/2026,TRADER JOE'S #552,J RIVERA,-31009,65.95
08/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
08/03/2026,PEETS COFFEE #117,J RIVERA,-31009,6.21
08/03/2026,SAFEWAY #1781,J RIVERA,-31009,73.78
08/04/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.15
08/04/2026,COSTCO WHSE #0421,J RIVERA,-31009,69.10
08/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
08/06/2026,PEETS COFFEE #117,J RIVERA,-31009,7.66
08/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
08/07/2026,PEETS COFFEE #117,J RIVERA,-31009,6.67
08/08/2026,SHAKE SHACK #221,J RIVERA,-31009,45.01
08/08/2026,SHAKE SHACK #221,J RIVERA,-31009,25.63
08/08/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.63
08/08/2026,TRADER JOE'S #552,J RIVERA,-31009,94.47
08/09/2026,SHAKE SHACK #221,J RIVERA,-31009,19.57
08/09/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.46
08/09/2026,SAFEWAY #1781,J RIVERA,-31009,45.72
08/09/2026,SHELL OIL 57442,J RIVERA,-31009,61.97
08/10/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.73
08/10/2026,SAFEWAY #1781,J RIVERA,-31009,28.65
08/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
08/12/2026,SWEETGREEN MISSION,J RIVERA,-31009,32.39
08/12/2026,SHAKE SHACK #221,J RIVERA,-31009,29.28
08/12/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,49.54
08/12/2026,SAFEWAY #1781,J RIVERA,-31009,95.94
08/12/2026,TARGET 00012345,J RIVERA,-31009,38.13
08/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
08/14/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,29.70
08/14/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.62
08/15/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,34.48
08/15/2026,CHIPOTLE 1123,J RIVERA,-31009,16.92
08/15/2026,SQ *NOODLE BAR,J RIVERA,-31009,39.66
08/15/2026,UBER EATS ORDER,J RIVERA,-31009,48.14
08/15/2026,SWEETGREEN MISSION,J RIVERA,-31009,43.36
08/15/2026,TRADER JOE'S #552,J RIVERA,-31009,162.56
08/15/2026,STEAMGAMES.COM 4259522,J RIVERA,-31009,69.40
08/16/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,15.41
08/16/2026,SQ *NOODLE BAR,J RIVERA,-31009,18.23
08/16/2026,SWEETGREEN MISSION,J RIVERA,-31009,30.14
08/16/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,96.36
08/16/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,261.66
08/16/2026,TARGET 00012345,J RIVERA,-31009,20.40
08/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
08/17/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.46
08/17/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,22.94
08/18/2026,PEETS COFFEE #117,J RIVERA,-31009,4.54
08/18/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.84
08/18/2026,PEETS COFFEE #117,J RIVERA,-31009,4.86
08/19/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,49.05
08/19/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,61.15
08/20/2026,ADOBE *CREATIVE CLOUD,J RIVERA,-31009,59.99
08/20/2026,PEETS COFFEE #117,J RIVERA,-31009,5.79
08/20/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.19
08/20/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,19.10
08/21/2026,TST* THE HOLLOW DINER,J RIVERA,-31009,30.81
08/21/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.57
08/21/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.02
08/21/2026,AMC THEATRES 4410,J RIVERA,-31009,86.94
08/21/2026,INTEREST CHARGE ON PURCHASES,J RIVERA,-31009,64.71
08/21/2026,BEST BUY 00011865,J RIVERA,-31009,349.99
08/22/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.78
08/22/2026,PEETS COFFEE #117,J RIVERA,-31009,7.57
08/22/2026,TRADER JOE'S #552,J RIVERA,-31009,58.71
08/22/2026,TARGET 00012345,J RIVERA,-31009,23.47
08/22/2026,BEST BUY 00011865,J RIVERA,-31009,349.99
08/23/2026,SQ *NOODLE BAR,J RIVERA,-31009,25.95
08/23/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,14.56
08/24/2026,OPENAI *CHATGPT SUBSCR,J RIVERA,-31009,20.00
08/24/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,42.18
08/24/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,39.09
08/24/2026,IKEA EAST PALO ALTO,J RIVERA,-31009,684.10
08/24/2026,WAYFAIR*FURNITURE,J RIVERA,-31009,412.75
08/25/2026,STARBUCKS STORE 08812,J RIVERA,-31009,4.52
08/25/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,105.76
08/25/2026,TARGET 00012345,J RIVERA,-31009,60.82
08/25/2026,AUTOPAY PAYMENT - THANK YOU,J RIVERA,-31009,-2665.34
08/26/2026,HULU 877-8244858,J RIVERA,-31009,9.99
08/26/2026,SWEETGREEN MISSION,J RIVERA,-31009,57.41
08/26/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.77
08/27/2026,SQ *NOODLE BAR,J RIVERA,-31009,28.49
08/27/2026,WALGREENS #3321,J RIVERA,-31009,16.21
08/28/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,31.85
08/29/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,58.83
08/29/2026,TARGET 00012345,J RIVERA,-31009,54.44
08/30/2026,UBER EATS ORDER,J RIVERA,-31009,26.84
08/30/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.65
08/30/2026,PEETS COFFEE #117,J RIVERA,-31009,6.20
08/30/2026,SHELL OIL 57442,J RIVERA,-31009,55.27
08/30/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,23.69
08/31/2026,UBER EATS ORDER,J RIVERA,-31009,24.48
08/31/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,24.21
09/01/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.04
09/01/2026,SAFEWAY #1781,J RIVERA,-31009,78.70
09/02/2026,DISNEY PLUS,J RIVERA,-31009,15.99
09/02/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,28.15
09/02/2026,SAFEWAY #1781,J RIVERA,-31009,61.65
09/02/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,18.55
09/02/2026,AMZN MKTP US*2K4LZ91,J RIVERA,-31009,9.22
09/03/2026,NETFLIX.COM,J RIVERA,-31009,17.99
09/03/2026,SWEETGREEN MISSION,J RIVERA,-31009,48.18
09/03/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,5.58
09/04/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.55
09/05/2026,PELOTON INTERACTIVE MEMBERSHIP,J RIVERA,-31009,44.00
09/05/2026,SHAKE SHACK #221,J RIVERA,-31009,39.35
09/05/2026,UBER EATS ORDER,J RIVERA,-31009,28.94
09/05/2026,PEETS COFFEE #117,J RIVERA,-31009,4.93
09/05/2026,SAFEWAY #1781,J RIVERA,-31009,70.04
09/06/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,16.08
09/07/2026,SPOTIFY USA,J RIVERA,-31009,11.99
09/07/2026,CHIPOTLE 1123,J RIVERA,-31009,29.24
09/07/2026,PEETS COFFEE #117,J RIVERA,-31009,4.39
09/07/2026,PEETS COFFEE #117,J RIVERA,-31009,5.90
09/07/2026,WALGREENS #3321,J RIVERA,-31009,25.32
09/08/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,45.31
09/09/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,63.28
09/09/2026,STARBUCKS STORE 08812,J RIVERA,-31009,7.33
09/09/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,42.12
09/10/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,6.75
09/11/2026,APPLE.COM/BILL ICLOUD,J RIVERA,-31009,2.99
09/11/2026,PEETS COFFEE #117,J RIVERA,-31009,6.90
09/12/2026,SQ *NOODLE BAR,J RIVERA,-31009,48.28
09/12/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.72
09/12/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,22.97
09/12/2026,AMAZON.COM*RT5GH1,J RIVERA,-31009,137.86
09/12/2026,STEAMGAMES.COM 4259522,J RIVERA,-31009,89.63
09/13/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,39.06
09/14/2026,PLANET FITNESS CLUB FEES,J RIVERA,-31009,24.99
09/14/2026,SQ *NOODLE BAR,J RIVERA,-31009,25.42
09/14/2026,WHOLE FOODS MKT 10234,J RIVERA,-31009,26.03
09/15/2026,SQ *NOODLE BAR,J RIVERA,-31009,43.46
09/15/2026,PEETS COFFEE #117,J RIVERA,-31009,6.38
09/15/2026,UBER *TRIP HELP.UBER.COM,J RIVERA,-31009,24.87
09/16/2026,SHAKE SHACK #221,J RIVERA,-31009,15.26
09/16/2026,STARBUCKS STORE 08812,J RIVERA,-31009,6.56
09/16/2026,TRADER JOE'S #552,J RIVERA,-31009,25.71
09/17/2026,NYTIMES DIGITAL,J RIVERA,-31009,25.00
09/17/2026,SHAKE SHACK #221,J RIVERA,-31009,24.07
09/17/2026,SQ *NOODLE BAR,J RIVERA,-31009,27.09
09/17/2026,DOORDASH*THAI GARDEN,J RIVERA,-31009,33.05
09/17/2026,UBER EATS ORDER,J RIVERA,-31009,25.00
09/18/2026,SQ *BLUE BOTTLE COFFEE,J RIVERA,-31009,7.81
09/18/2026,SAFEWAY #1781,J RIVERA,-31009,73.94
